transaction_id,user_id,timestamp,amount,merchant_id,merchant_category,device_id,latitude,longitude,location_name,payment_method,transaction_type,fraud_label,fraud_scenario
U159-20240316101735-21043,U159,2024-03-16 10:17:35,3235.26,M78461,Groceries,D159,26.8482,80.997859,Lucknow,UPI,REFUND,0,normal
U153-20240316145041-64663,U153,2024-03-16 14:50:41,411.55,M19074,Electricity,D153_1,19.139902,72.767487,Mumbai,Debit Card,REFUND,0,normal
U146-20240316172901-33415,U146,2024-03-16 17:29:01,251.43,M33311,Bills,D146,13.024201,80.30692,Chennai,Credit Card,TOPUP,0,normal
U153-20240316183306-95454,U153,2024-03-16 18:33:06,623.61,M19576,Travel,D153_1,19.144024,72.813558,Mumbai,Wallet,TRANSFER,0,normal
U034-20240316191835-15296,U034,2024-03-16 19:18:35,501.69,M57805,Taxi,D034_1,28.613058,77.167486,Delhi,UPI,TRANSFER,0,normal
U035-20240317150701-87787,U035,2024-03-17 15:07:01,63.77,M57476,Healthcare,D035_2,17.315263,78.432293,Hyderabad,Debit Card,PAYMENT,0,normal
U168-20240317183735-70067,U168,2024-03-17 18:37:35,522.9,M23099,Fuel,D168_3,18.4616,73.848261,Pune,UPI,TOPUP,0,normal
U126-20240317201425-15782,U126,2024-03-17 20:14:25,20.0,M35919,Electricity,D126_3,13.151714,80.440159,Chennai,Credit Card,PAYMENT,0,normal
U121-20240318132230-70375,U121,2024-03-18 13:22:30,141.01,M76821,Shopping,D121,12.890729,74.791383,Mangalore,Wallet,REFUND,0,normal
U178-20240318133945-88915,U178,2024-03-18 13:39:45,2525.11,M25710,Taxi,D178,18.623755,73.947264,Pune,Wallet,REFUND,0,normal
U160-20240318134749-45725,U160,2024-03-18 13:47:49,372.83,M29138,Education,D160,26.885059,76.028757,Jaipur,Wallet,REFUND,0,normal
U178-20240318160304-58253,U178,2024-03-18 16:03:04,2390.79,M24467,Electricity,D178_1,18.547789,73.898911,Pune,Debit Card,TRANSFER,0,normal
U024-20240318171621-78052,U024,2024-03-18 17:16:21,1335.69,M58033,Subscriptions,D024,28.58139,77.221905,Delhi,Credit Card,TRANSFER,0,normal
U054-20240318174826-26374,U054,2024-03-18 17:48:26,819.54,M57119,Taxi,D054_1,28.64089,77.070968,Delhi,Debit Card,TOPUP,0,normal
U169-20240318215606-11640,U169,2024-03-18 21:56:06,2587.51,M77877,Restaurants,D169_1,26.836359,80.951371,Lucknow,Debit Card,TRANSFER,0,normal
U065-20240319033748-81761,U065,2024-03-19 03:37:48,871.59,M58334,Subscriptions,D065,17.344409,78.489034,Hyderabad,UPI,TRANSFER,1,UNUSUAL_TIME
U032-20240319113237-33609,U032,2024-03-19 11:32:37,791.09,M05361,Restaurants,D032_2,12.956008,77.580047,Bengaluru,Wallet,PAYMENT,0,normal
U151-20240319114937-10062,U151,2024-03-19 11:49:37,509.18,M77864,Electricity,D151,12.883186,74.903202,Mangalore,Debit Card,TOPUP,0,normal
U141-20240319160622-56017,U141,2024-03-19 16:06:22,236.77,M80551,Bills,D141_1,12.954475,75.100608,Mangalore,Wallet,PAYMENT,0,normal
U139-20240319161132-45271,U139,2024-03-19 16:11:32,176.53,M77453,Taxi,D139_1,26.702041,81.043223,Lucknow,Credit Card,TRANSFER,0,normal
U086-20240319193205-79920,U086,2024-03-19 19:32:05,166.27,M34070,Education,D086_1,13.102526,80.304432,Chennai,Wallet,PAYMENT,0,normal
U128-20240319201705-20885,U128,2024-03-19 20:17:05,315.0,M23631,Restaurants,D128_2,18.500735,73.862363,Pune,Wallet,REFUND,0,normal
U080-20240320112655-49443,U080,2024-03-20 11:26:55,2161.0,M27023,Electricity,D080_1,26.974434,75.727822,Jaipur,Credit Card,TOPUP,1,HIGH_AMOUNT
U047-20240320120833-36182,U047,2024-03-20 12:08:33,2613.68,M63218,Subscriptions,D047_1,9.853359,76.468463,Kochi,Wallet,TOPUP,0,normal
U020-20240320140934-19598,U020,2024-03-20 14:09:34,234.81,M28198,Fuel,D020,26.936508,75.883269,Jaipur,Debit Card,TOPUP,0,normal
U061-20240320144310-74025,U061,2024-03-20 14:43:10,443.88,M76926,Restaurants,D061_1,12.81529,74.877325,Mangalore,UPI,PAYMENT,0,normal
U077-20240320154137-72972,U077,2024-03-20 15:41:37,263.62,M62692,Groceries,D077_1,9.851218,76.417978,Kochi,UPI,TRANSFER,0,normal
U045-20240320193059-98263,U045,2024-03-20 19:30:59,1263.2,M58500,Bills,D045_2,17.341937,78.508019,Hyderabad,Debit Card,TOPUP,0,normal
U121-20240321013150-27408,U121,2024-03-21 01:31:50,1910.12,M76756,Travel,D1121,12.875983,74.810342,Mangalore,Credit Card,TRANSFER,1,ACCOUNT_TAKEOVER
U045-20240321062115-32509,U045,2024-03-21 06:21:15,3875.78,M57865,Taxi,D1045,26.781581,80.930436,Lucknow,Credit Card,TOPUP,1,ACCOUNT_TAKEOVER
U157-20240321085825-17998,U157,2024-03-21 08:58:25,444.24,M62402,Bills,D157_1,9.98148,76.258761,Kochi,Credit Card,TRANSFER,0,normal
U062-20240321093558-18997,U062,2024-03-21 09:35:58,1415.38,M06711,Shopping,D062_1,13.0468,77.624291,Bengaluru,Credit Card,PAYMENT,0,normal
U167-20240321140907-58196,U167,2024-03-21 14:09:07,2026.03,M62762,Electricity,D167_1,9.982386,76.293838,Kochi,Debit Card,PAYMENT,0,normal
U141-20240321154357-68145,U141,2024-03-21 15:43:57,241.52,M80145,Fuel,D141_2,12.990444,75.024041,Mangalore,Wallet,TOPUP,0,normal
U146-20240321171018-50227,U146,2024-03-21 17:10:18,52.49,M33736,Healthcare,D146_1,13.056417,80.317146,Chennai,Credit Card,PAYMENT,0,normal
U174-20240321180911-28243,U174,2024-03-21 18:09:11,245.31,M56703,Restaurants,D174,28.568815,77.101455,Delhi,Debit Card,TRANSFER,0,normal
U108-20240321200457-82985,U108,2024-03-21 20:04:57,155.12,M22717,Travel,D108_3,18.537695,73.733984,Pune,Credit Card,TRANSFER,0,normal
U144-20240321204510-91070,U144,2024-03-21 20:45:10,2028.71,M61008,Restaurants,D144_1,28.634577,77.466219,Delhi,Wallet,TRANSFER,0,normal
U164-20240322115800-70257,U164,2024-03-22 11:58:00,1089.84,M57434,Fuel,D164,28.602782,77.140634,Delhi,Credit Card,PAYMENT,0,normal
U183-20240322122028-48822,U183,2024-03-22 12:20:28,159.17,M20217,Bills,D1183,19.0711,72.950622,Mumbai,Debit Card,TOPUP,1,NEW_DEVICE
U024-20240322172830-34413,U024,2024-03-22 17:28:30,2340.06,M58622,Healthcare,D024_2,28.588155,77.274047,Delhi,Debit Card,PAYMENT,0,normal
U192-20240322184029-91146,U192,2024-03-22 18:40:29,175.79,M06104,Electricity,D192,13.006415,77.604025,Bengaluru,Debit Card,REFUND,0,normal
U051-20240323134400-90366,U051,2024-03-23 13:44:00,991.33,M76631,Restaurants,D051_3,12.894216,74.768877,Mangalore,Wallet,TOPUP,0,normal
U067-20240323164903-25168,U067,2024-03-23 16:49:03,789.78,M62825,Electricity,D067,9.968531,76.313946,Kochi,UPI,REFUND,0,normal
U163-20240323172125-54579,U163,2024-03-23 17:21:25,600.9,M19147,Bills,D163,19.118321,72.796332,Mumbai,UPI,TOPUP,0,normal
U011-20240323180359-79975,U011,2024-03-23 18:03:59,3494.69,M77200,Electricity,D011_1,12.914748,74.805276,Mangalore,Credit Card,TRANSFER,0,normal
U090-20240323184819-77017,U090,2024-03-23 18:48:19,1828.64,M27714,Travel,D090,26.879535,75.891871,Jaipur,Debit Card,TOPUP,0,normal
U152-20240323185041-77739,U152,2024-03-23 18:50:41,1755.14,M04458,Subscriptions,D152,12.894846,77.550932,Bengaluru,UPI,TRANSFER,0,normal
U049-20240324142025-87750,U049,2024-03-24 14:20:25,2889.88,M78289,Entertainment,D049,26.920109,80.908791,Lucknow,Credit Card,TOPUP,1,HIGH_VELOCITY
U028-20240324183300-72704,U028,2024-03-24 18:33:00,113.71,M24002,Electricity,D028_1,18.513725,73.886496,Pune,Credit Card,TRANSFER,0,normal
U119-20240324192724-22680,U119,2024-03-24 19:27:24,881.48,M78764,Healthcare,D119,26.844747,81.031669,Lucknow,UPI,TOPUP,0,normal
U026-20240325141735-24679,U026,2024-03-25 14:17:35,2017.99,M35233,Fuel,D026_1,13.174613,80.348705,Chennai,Wallet,TOPUP,0,normal
U094-20240325184357-96537,U094,2024-03-25 18:43:57,1069.5,M56234,Entertainment,D094_1,28.528792,77.094603,Delhi,Credit Card,TOPUP,0,normal
U199-20240325222017-78749,U199,2024-03-25 22:20:17,479.26,M75907,Shopping,D199_1,26.778967,80.811774,Lucknow,UPI,TRANSFER,0,normal
U054-20240326001648-59294,U054,2024-03-26 00:16:48,7487.98,M57119,Electricity,D1054,28.679963,77.194412,Delhi,Wallet,REFUND,1,ACCOUNT_TAKEOVER
U024-20240326134213-24688,U024,2024-03-26 13:42:13,829.14,M57663,Restaurants,D024,28.553111,77.213207,Delhi,UPI,TRANSFER,0,normal
U086-20240326140619-22859,U086,2024-03-26 14:06:19,215.22,M33412,Electricity,D086_2,13.065248,80.275994,Chennai,Debit Card,PAYMENT,0,normal
U150-20240326153600-72598,U150,2024-03-26 15:36:00,1277.65,M26775,Travel,D150_3,26.886553,75.790941,Jaipur,Debit Card,TRANSFER,0,normal
U162-20240326193451-49589,U162,2024-03-26 19:34:51,216.4,M04827,Groceries,D162,12.98833,77.49438,Bengaluru,UPI,TRANSFER,0,normal
U084-20240326200347-52724,U084,2024-03-26 20:03:47,1015.19,M59423,Shopping,D084_2,28.726587,77.215728,Delhi,UPI,TRANSFER,0,normal
U111-20240326211038-24307,U111,2024-03-26 21:10:38,1877.37,M77081,Shopping,D111_2,12.888316,74.819784,Mangalore,Wallet,REFUND,0,normal
U185-20240326221208-30297,U185,2024-03-26 22:12:08,1100.79,M59895,Shopping,D185_2,17.514553,78.474917,Hyderabad,Credit Card,REFUND,0,normal
U169-20240326224553-47478,U169,2024-03-26 22:45:53,1639.5,M78138,Entertainment,D169_1,26.780161,81.03366,Lucknow,Debit Card,TOPUP,0,normal
U082-20240327111254-93048,U082,2024-03-27 11:12:54,49.06,M03954,Fuel,D082,12.957409,77.437944,Bengaluru,Credit Card,TOPUP,0,normal
U179-20240327141519-99977,U179,2024-03-27 14:15:19,1108.51,M77947,Bills,D179_1,26.879996,80.914731,Lucknow,Debit Card,TOPUP,0,normal
U108-20240327175113-81596,U108,2024-03-27 17:51:13,238.59,M23471,Travel,D108_2,18.548397,73.798729,Pune,Wallet,PAYMENT,0,normal
U171-20240327190601-47996,U171,2024-03-27 19:06:01,311.7,M79029,Bills,D171_1,12.939523,74.963362,Mangalore,Debit Card,TRANSFER,0,normal
U171-20240327192037-93388,U171,2024-03-27 19:20:37,456.14,M79648,Healthcare,D171,13.046279,80.208552,Chennai,Credit Card,TRANSFER,1,LOCATION_ANOMALY
U052-20240328134320-70819,U052,2024-03-28 13:43:20,148.5,M05028,Subscriptions,D052_1,12.913234,77.589543,Bengaluru,Debit Card,TOPUP,0,normal
U048-20240328152752-39080,U048,2024-03-28 15:27:52,4519.53,M25077,Healthcare,D048,18.502059,74.005597,Pune,Credit Card,TOPUP,0,normal
U021-20240328160828-31489,U021,2024-03-28 16:08:28,307.27,M77308,Fuel,D021,12.919241,74.811576,Mangalore,Wallet,TOPUP,0,normal
U200-20240328161918-45043,U200,2024-03-28 16:19:18,703.54,M27920,Shopping,D200,26.971823,75.820139,Jaipur,UPI,TRANSFER,0,normal
U101-20240328185924-64472,U101,2024-03-28 18:59:24,378.03,M77060,Shopping,D101_1,12.99731,74.708683,Mangalore,Wallet,PAYMENT,1,HIGH_VELOCITY
U181-20240328222751-68960,U181,2024-03-28 22:27:51,896.91,M77585,Electricity,D181_1,12.94297,74.815504,Mangalore,UPI,TRANSFER,0,normal
U010-20240329111923-67684,U010,2024-03-29 11:19:23,629.16,M25791,Taxi,D010,26.838916,75.7402,Jaipur,UPI,TRANSFER,0,normal
U022-20240329133129-48508,U022,2024-03-29 13:31:29,1432.19,M05599,Education,D022_1,12.922732,77.637159,Bengaluru,Wallet,TRANSFER,0,normal
U069-20240329142204-38736,U069,2024-03-29 14:22:04,1629.4,M76351,Taxi,D069_2,26.814248,80.820865,Lucknow,Credit Card,REFUND,1,MERCHANT_ANOMALY
U076-20240329153320-50660,U076,2024-03-29 15:33:20,499.77,M33532,Fuel,D076_1,13.126011,80.227207,Chennai,Wallet,TRANSFER,0,normal
U096-20240329155833-45638,U096,2024-03-29 15:58:33,68.86,M33062,Bills,D096_1,13.034929,80.271239,Chennai,Debit Card,TRANSFER,0,normal
U118-20240329201731-98803,U118,2024-03-29 20:17:31,160.86,M23975,Subscriptions,D118,18.468352,73.929101,Pune,UPI,TOPUP,0,normal
U163-20240329210851-91336,U163,2024-03-29 21:08:51,398.97,M19403,Shopping,D163,19.113563,72.826776,Mumbai,UPI,REFUND,0,normal
U026-20240330091659-91039,U026,2024-03-30 09:16:59,1368.06,M35052,Travel,D026_2,13.157314,80.347935,Chennai,Debit Card,REFUND,0,normal
U160-20240330125435-50891,U160,2024-03-30 12:54:35,257.61,M28909,Taxi,D160_1,26.908715,75.982168,Jaipur,Debit Card,TRANSFER,0,normal
U092-20240330185815-21481,U092,2024-03-30 18:58:15,922.36,M04561,Shopping,D092_2,13.00934,77.446759,Bengaluru,Debit Card,REFUND,0,normal
U064-20240330193521-46412,U064,2024-03-30 19:35:21,182.24,M59124,Healthcare,D064_1,28.594354,77.318031,Delhi,Credit Card,REFUND,0,normal
U093-20240330213338-57610,U093,2024-03-30 21:33:38,1403.41,M20881,Entertainment,D093_3,19.125826,72.962301,Mumbai,UPI,TOPUP,0,normal
U183-20240330215638-25842,U183,2024-03-30 21:56:38,1180.23,M19763,Shopping,D183_2,19.066113,72.910199,Mumbai,Debit Card,PAYMENT,0,normal
U161-20240330222649-74192,U161,2024-03-30 22:26:49,1224.92,M78048,Electricity,D161_2,12.873246,74.931585,Mangalore,UPI,REFUND,0,normal
U061-20240331080030-50381,U061,2024-03-31 08:00:30,436.08,M76441,Entertainment,D061,12.807437,74.836674,Mangalore,Wallet,TOPUP,0,normal
U058-20240331121948-35695,U058,2024-03-31 12:19:48,247.21,M25621,Shopping,D058_1,18.626807,73.935257,Pune,Credit Card,TRANSFER,0,normal
U195-20240331155409-99152,U195,2024-03-31 15:54:09,9944.2,M59996,Fuel,D195_1,17.513423,78.486213,Hyderabad,Wallet,TOPUP,0,normal
U024-20240331195238-84285,U024,2024-03-31 19:52:38,199.47,M58740,Healthcare,D024,28.57743,77.296553,Delhi,Credit Card,TOPUP,0,normal
U181-20240331211219-16570,U181,2024-03-31 21:12:19,658.03,M77035,Subscriptions,D181,12.898798,74.804725,Mangalore,Wallet,PAYMENT,0,normal
U055-20240401094448-37011,U055,2024-04-01 09:44:48,766.47,M56751,Subscriptions,D055_1,17.287736,78.38737,Hyderabad,Wallet,REFUND,0,normal
U068-20240401110000-43834,U068,2024-04-01 11:00:00,900.12,M24673,Taxi,D068_1,18.476335,73.990956,Pune,Debit Card,PAYMENT,0,normal
U067-20240401124306-41310,U067,2024-04-01 12:43:06,1952.59,M62472,Subscriptions,D067,17.418439,78.462319,Hyderabad,UPI,PAYMENT,1,LOCATION_ANOMALY
U004-20240401130418-94210,U004,2024-04-01 13:04:18,1622.03,M58882,Groceries,D004,28.630463,77.257746,Delhi,UPI,TOPUP,0,normal
U078-20240401141822-62341,U078,2024-04-01 14:18:22,329.51,M24596,Fuel,D078,18.507865,73.951712,Pune,UPI,REFUND,0,normal
U078-20240401142551-17464,U078,2024-04-01 14:25:51,605.5,M25689,Travel,D078_3,18.543999,74.0249,Pune,Debit Card,REFUND,0,normal
U069-20240401180624-83944,U069,2024-04-01 18:06:24,2673.95,M77059,Healthcare,D069_2,26.835065,80.870833,Lucknow,UPI,TRANSFER,0,normal
U111-20240401181533-73190,U111,2024-04-01 18:15:33,976.74,M76342,Education,D111_2,12.851692,74.782461,Mangalore,Credit Card,TRANSFER,0,normal
U152-20240401202739-38594,U152,2024-04-01 20:27:39,2015.46,M04570,Fuel,D152,12.928966,77.528079,Bengaluru,Debit Card,PAYMENT,0,normal
U022-20240402161057-72184,U022,2024-04-02 16:10:57,1395.5,M05914,Electricity,D022,12.970409,77.620962,Bengaluru,Debit Card,TRANSFER,0,normal
U122-20240402182702-30914,U122,2024-04-02 18:27:02,976.13,M05519,Education,D122,12.918425,77.633454,Bengaluru,Wallet,PAYMENT,0,normal
U144-20240402190335-88489,U144,2024-04-02 19:03:35,1201.63,M60911,Shopping,D144_3,28.620821,77.470232,Delhi,Credit Card,TRANSFER,0,normal
U142-20240402204227-35323,U142,2024-04-02 20:42:27,860.35,M04210,Fuel,D142,12.853957,77.567089,Bengaluru,Debit Card,PAYMENT,0,normal
U087-20240403125953-92067,U087,2024-04-03 12:59:53,552.27,M62710,Education,D087,9.92252,76.348486,Kochi,Debit Card,TOPUP,0,normal
U118-20240403130112-34837,U118,2024-04-03 13:01:12,350.16,M24089,Entertainment,D118_1,18.528629,73.880236,Pune,Wallet,TRANSFER,0,normal
U069-20240403161258-18085,U069,2024-04-03 16:12:58,2022.64,M76969,Healthcare,D069,26.831719,80.865175,Lucknow,UPI,TRANSFER,0,normal
U060-20240403203923-52583,U060,2024-04-03 20:39:23,163.34,M26352,Shopping,D060_3,26.908919,75.726268,Jaipur,Debit Card,REFUND,0,normal
U076-20240403205920-31913,U076,2024-04-03 20:59:20,300.26,M33335,Fuel,D076_1,13.103134,80.230412,Chennai,Debit Card,TOPUP,0,normal
U159-20240404135843-50333,U159,2024-04-04 13:58:43,1565.21,M78765,Travel,D159,26.8431,81.033371,Lucknow,Debit Card,REFUND,0,normal
U197-20240404141812-38871,U197,2024-04-04 14:18:12,8798.09,M59422,Taxi,D197,9.818066,76.124096,Kochi,Debit Card,TRANSFER,1,HIGH_AMOUNT
U121-20240404151448-33290,U121,2024-04-04 15:14:48,217.86,M76800,Shopping,D121,12.912493,74.76753,Mangalore,Wallet,REFUND,0,normal
U058-20240404161014-15542,U058,2024-04-04 16:10:14,896.19,M25574,Subscriptions,D058_1,18.590248,73.967195,Pune,Debit Card,TRANSFER,0,normal
U084-20240404180021-67777,U084,2024-04-04 18:00:21,1306.46,M59869,Education,D084_3,28.672666,77.314269,Delhi,Credit Card,REFUND,0,normal
U187-20240404202512-10520,U187,2024-04-04 20:25:12,694.98,M61577,Groceries,D187,9.924089,76.233654,Kochi,UPI,TOPUP,0,normal
U101-20240404215804-13625,U101,2024-04-04 21:58:04,1179.26,M77026,Subscriptions,D101,12.981478,74.721115,Mangalore,Wallet,TRANSFER,0,normal
U199-20240405101747-56263,U199,2024-04-05 10:17:47,883.94,M75224,Restaurants,D199,26.729419,80.793014,Lucknow,Wallet,TOPUP,0,normal
U154-20240405145747-69724,U154,2024-04-05 14:57:47,632.23,M60618,Electricity,D154_1,28.712782,77.348992,Delhi,Wallet,PAYMENT,0,normal
U173-20240405152022-98882,U173,2024-04-05 15:20:22,2473.13,M19998,Entertainment,D173_1,19.070057,72.929747,Mumbai,Wallet,TOPUP,1,HIGH_AMOUNT
U098-20240405154401-40084,U098,2024-04-05 15:44:01,350.95,M21161,Taxi,D098_1,18.454927,73.661167,Pune,Credit Card,PAYMENT,0,normal
U185-20240405175837-50747,U185,2024-04-05 17:58:37,7152.79,M60229,Electricity,D185,17.529837,78.493067,Hyderabad,Credit Card,PAYMENT,0,normal
U083-20240405213858-29132,U083,2024-04-05 21:38:58,338.88,M18863,Electricity,D083_2,19.08128,72.805034,Mumbai,Credit Card,REFUND,1,MERCHANT_ANOMALY
U129-20240405221403-76696,U129,2024-04-05 22:14:03,399.44,M78621,Electricity,D129_3,26.866631,80.995501,Lucknow,UPI,TRANSFER,0,normal
U015-20240406124402-65967,U015,2024-04-06 12:44:02,7091.75,M58240,Subscriptions,D015,17.36064,78.463401,Hyderabad,Credit Card,PAYMENT,0,normal
U066-20240406172308-14703,U066,2024-04-06 17:23:08,616.2,M33919,Travel,D066,13.140158,80.251772,Chennai,Credit Card,REFUND,0,normal
U165-20240406173041-93627,U165,2024-04-06 17:30:41,3552.64,M59966,Education,D165_3,17.417578,78.579023,Hyderabad,UPI,PAYMENT,1,HIGH_AMOUNT
U138-20240406192344-23796,U138,2024-04-06 19:23:44,1481.99,M23571,Taxi,D138_2,18.510478,73.84667,Pune,Wallet,TRANSFER,0,normal
U061-20240407080757-86029,U061,2024-04-07 08:07:57,1073.95,M77358,Healthcare,D061_1,12.883388,74.852392,Mangalore,Wallet,TOPUP,0,normal
U145-20240407081444-41438,U145,2024-04-07 08:14:44,2229.05,M58893,Education,D1145,17.420758,78.468572,Hyderabad,Debit Card,REFUND,1,NEW_DEVICE
U057-20240407104756-16825,U057,2024-04-07 10:47:56,1218.83,M64101,Healthcare,D057_1,9.982391,76.427722,Kochi,Credit Card,TOPUP,0,normal
U159-20240407120622-97589,U159,2024-04-07 12:06:22,2133.15,M78061,Entertainment,D159_1,26.828601,80.977512,Lucknow,UPI,REFUND,0,normal
U161-20240407175043-21327,U161,2024-04-07 17:50:43,1020.88,M77736,Entertainment,D161_1,12.888106,74.885457,Mangalore,Wallet,PAYMENT,0,normal
U041-20240407180846-66612,U041,2024-04-07 18:08:46,529.33,M77679,Electricity,D041_1,12.851694,74.916184,Mangalore,Credit Card,REFUND,0,normal
U069-20240407182429-26003,U069,2024-04-07 18:24:29,3441.41,M76107,Groceries,D069_3,26.810856,80.799868,Lucknow,UPI,REFUND,0,normal
U027-20240407183512-49885,U027,2024-04-07 18:35:12,1210.6,M62074,Subscriptions,D027_1,9.978547,76.228883,Kochi,Debit Card,TOPUP,0,normal
U077-20240407201945-14784,U077,2024-04-07 20:19:45,1328.18,M62355,Shopping,D077,9.901013,76.334528,Kochi,UPI,PAYMENT,0,normal
U098-20240407205819-90151,U098,2024-04-07 20:58:19,355.68,M21134,Shopping,D098,18.439386,73.674002,Pune,Debit Card,REFUND,0,normal
U124-20240408113439-43731,U124,2024-04-08 11:34:39,943.89,M57052,Electricity,D124_1,28.640975,77.064266,Delhi,Credit Card,TRANSFER,0,normal
U023-20240408121755-82784,U023,2024-04-08 12:17:55,1722.21,M18876,Fuel,D023_1,19.083862,72.803746,Mumbai,UPI,TOPUP,0,normal
U014-20240408152956-31786,U014,2024-04-08 15:29:56,918.86,M58560,Fuel,D014_1,28.635168,77.220813,Delhi,Wallet,TOPUP,0,normal
U083-20240408165010-71405,U083,2024-04-08 16:50:10,1049.28,M18771,Bills,D083_2,19.098592,72.778555,Mumbai,Wallet,PAYMENT,0,normal
U024-20240408203138-76510,U024,2024-04-08 20:31:38,62.2,M58807,Restaurants,D024_1,28.58519,77.295521,Delhi,Debit Card,TRANSFER,0,normal
U087-20240408222718-13975,U087,2024-04-08 22:27:18,403.0,M61768,Bills,D087_1,9.910456,76.266363,Kochi,Debit Card,REFUND,0,normal
U137-20240409004547-27287,U137,2024-04-09 00:45:47,270.17,M61149,Groceries,D137_2,9.91575,76.19916,Kochi,UPI,TOPUP,1,UNUSUAL_TIME
U091-20240409113628-13689,U091,2024-04-09 11:36:28,647.72,M79118,Taxi,D091,12.934739,74.977092,Mangalore,Debit Card,TOPUP,0,normal
U082-20240409143544-57189,U082,2024-04-09 14:35:44,128.17,M04272,Healthcare,D082_1,12.948565,77.478616,Bengaluru,Debit Card,TOPUP,0,normal
U047-20240409154431-81826,U047,2024-04-09 15:44:31,679.56,M63236,Taxi,D047_1,9.907758,76.415804,Kochi,Debit Card,PAYMENT,0,normal
U074-20240409171407-25695,U074,2024-04-09 17:14:07,533.56,M60625,Bills,D074_2,28.681991,77.380472,Delhi,Credit Card,TOPUP,0,normal
U155-20240409181022-65103,U155,2024-04-09 18:10:22,836.27,M59194,Subscriptions,D155_1,17.411344,78.508028,Hyderabad,Credit Card,REFUND,0,normal
U148-20240409192250-30961,U148,2024-04-09 19:22:50,1250.18,M24714,Bills,D148,18.617058,73.854306,Pune,Debit Card,PAYMENT,0,normal
U018-20240409205356-64683,U018,2024-04-09 20:53:56,2552.08,M24207,Taxi,D018,18.566303,73.854432,Pune,UPI,REFUND,0,normal
U015-20240410105654-56882,U015,2024-04-10 10:56:54,3683.27,M57725,Education,D015_2,17.378392,78.394139,Hyderabad,Wallet,TRANSFER,0,normal
U059-20240410121749-85854,U059,2024-04-10 12:17:49,3095.45,M75663,Subscriptions,D059,26.890947,80.67533,Lucknow,Debit Card,PAYMENT,0,normal
U046-20240410155032-61412,U046,2024-04-10 15:50:32,1309.52,M33085,Shopping,D046,13.027963,80.280516,Chennai,UPI,TRANSFER,0,normal
U042-20240410203414-92905,U042,2024-04-10 20:34:14,2351.83,M04213,Shopping,D042_3,12.932971,77.488346,Bengaluru,Wallet,REFUND,0,normal
U130-20240410203503-70615,U130,2024-04-10 20:35:03,1034.06,M26441,Healthcare,D130_1,26.965412,75.678684,Jaipur,Credit Card,PAYMENT,0,normal
U011-20240410212310-52882,U011,2024-04-10 21:23:10,2994.26,M77329,Education,D011_2,12.927581,74.805325,Mangalore,Credit Card,TOPUP,0,normal
U095-20240410225253-70653,U095,2024-04-10 22:52:53,20.0,M58404,Subscriptions,D095,17.484969,78.355421,Hyderabad,Debit Card,TRANSFER,0,normal
U104-20240411034433-22034,U104,2024-04-11 03:44:33,2973.77,M58162,Groceries,D1104,13.157504,80.443569,Chennai,UPI,REFUND,1,ACCOUNT_TAKEOVER
U146-20240411115146-97425,U146,2024-04-11 11:51:46,321.07,M33517,Travel,D146_1,13.005278,80.346457,Chennai,Wallet,TOPUP,0,normal
U046-20240411124028-98801,U046,2024-04-11 12:40:28,1251.85,M34535,Shopping,D046_1,13.109597,80.343903,Chennai,Credit Card,TOPUP,0,normal
U090-20240411142552-28495,U090,2024-04-11 14:25:52,1293.13,M27603,Entertainment,D090_2,26.895647,75.864641,Jaipur,Debit Card,TOPUP,0,normal
U070-20240411150216-54485,U070,2024-04-11 15:02:16,585.06,M26590,Taxi,D070,26.846319,75.81266,Jaipur,Credit Card,TRANSFER,0,normal
U142-20240411174529-32204,U142,2024-04-11 17:45:29,1528.98,M04171,Education,D142_1,12.791703,77.625422,Bengaluru,Credit Card,PAYMENT,0,normal
U037-20240412084532-88162,U037,2024-04-12 08:45:32,833.21,M61829,Groceries,D037_1,10.034035,76.148903,Kochi,Debit Card,TOPUP,0,normal
U182-20240412160751-92559,U182,2024-04-12 16:07:51,617.58,M06761,Shopping,D182_2,12.956294,77.719777,Bengaluru,Credit Card,REFUND,0,normal
U054-20240412172439-86138,U054,2024-04-12 17:24:39,292.98,M57845,Subscriptions,D054,28.663412,77.121137,Delhi,UPI,TOPUP,0,normal
U103-20240412174408-27964,U103,2024-04-12 17:44:08,1289.78,M19416,Groceries,D103_1,19.070792,72.870827,Mumbai,Wallet,TOPUP,0,normal
U035-20240412174812-74546,U035,2024-04-12 17:48:12,538.45,M58918,Subscriptions,D035_2,17.336997,78.554818,Hyderabad,Debit Card,PAYMENT,0,normal
U160-20240412203607-98397,U160,2024-04-12 20:36:07,384.8,M28554,Bills,D160_1,26.893757,75.961667,Jaipur,Credit Card,TOPUP,0,normal
U093-20240413103622-81520,U093,2024-04-13 10:36:22,1297.16,M20031,Bills,D093_3,19.129238,72.873839,Mumbai,Wallet,TOPUP,0,normal
U002-20240413135849-45257,U002,2024-04-13 13:58:49,325.3,M05011,Shopping,D002_2,12.963676,77.537408,Bengaluru,Debit Card,REFUND,0,normal
U001-20240413191909-42190,U001,2024-04-13 19:19:09,668.35,M77348,Groceries,D001_1,12.894549,74.84028,Mangalore,Wallet,TRANSFER,0,normal
U035-20240413225433-18213,U035,2024-04-13 22:54:33,1129.86,M58174,Electricity,D035_2,17.38635,78.431078,Hyderabad,Wallet,REFUND,0,normal
